text,class
"The thing is, you're not supposed to change the function to_24_hour_clock at all, as per the A1 handout's instructions.",instructor
HelloDid you change the code for to_24_hour_clock like your post here seems to suggest? You're not supposed to do that.,instructor
Hello Have you tried another browser? If it's browser-dependent then it's not a BugInPlatform.,instructor
Try changing the Font Size / Type in Options -> Configure.,instructor
"There is always benefit to typing code yourself. I know a number of fellow students that are completely lost when they have to use the University's computers, because they can't install their own programs and are suddenly coerced to write the code that their IDE was always writing for them. It's not pretty. ",instructor
"That's a nice suggestion, I'll link to it on the CTA forums. Thanks!",instructor
That's not the right answer. You forgot that the Question is to compute the factorial of a number.,instructor
"Small quote from the Exercise pages: You should run any code that you are unsure of, in IDLE or in the Python Visualizer (or both).The more you play with Python, the better you'll get at using it. So if for some question you're unsure of, you take the time to write a test function (Example, the dreadful dozen eggs question), then you'll progressively become able to write small functions in your sleep. In the next weeks, you'll also see pop up some questions where you will have to code a small Python function / program to find the answer. For everyone reading this thread: please don't hesitate to shoot suggestions! We're keeping track of the ones we can find in the forums in order to improve for the next time.",instructor
Test get_hours(378000),instructor
Check this out.,instructor
It seems like I need to add that one to the FAQ. You probably have a Syntax error somewhere in your file. I previously experienced that result by removing a colon at the end of a function header. It caused the file to be Syntactically incorrect and all 8 functions inside of it to fail.,instructor
"No, a test case was previously forgotten. If you implement your code exactly as per the A1 handout's instructions, you will get the 42th point. Cheers",instructor
"Yeah there's two closing parenthesis missing in the file, I don't know why. I'm gonna report this on the staff forum. [Edit: done]",instructor
"That is not possible at the moment. We do provide PDF versions of the quizzes, but the current solution is to pause the playback when you see a blue interrogation mark icon on the top right corner, and open the corresponding PDF to see the quiz.",instructor
"It is indeed an UofT device that performs the actual grading of the submissions. Which means that for each submission, the UofT device queries Coursera for the file, grades it, then send it back. I have read but a few of those points, and as Tim said, the 10th point is a selling point by himself. I will therefore report this on the staff forums.[Edit: Done.]",instructor
"That is what I would have suggested indeed. But, if you go that way, you should change the type contract to (str) -> None Cheers",instructor
"You most probably have a Syntax Error somewhere in your file, have you tried running it as a module in IDLE? Cheers",instructor
"And, do you have a problem with that?",instructor
Hello Anon Can you tell more about what's causing you to be stumped? Have you carefully read and followed the instructions in Step 2 from the handout? Cheers,instructor
"Hey Latif. Inside a function body, nothing can be executed after a return statement is reached. So in both your functions, the second return statement will never be executed. Where are the numbers 10 and 36 coming from? There is 60 seconds in a minute and 3600 seconds in an hour, those are the only two numbers you should need.",instructor
Week 4 Quizzes are here: http://www.fileswap.com/dl/XTaQEJjqca/ Cheers,instructor
"Assignment 1 + 8 errors? That's probably because you have a syntax error in your file somewhere. Try and run it as a module in IDLE, it should highlight the source of the error and refuse to run.",instructor
"count_nucleotides is your function, it is not the string where the occurrences of nucleotide must be counted. That string is the first parameter of the function, ""dna"". ",instructor
"I have added countdowns for the upcoming deadlines: E3, E4, A1, A2.",instructor
"Hey Elena You can use whatever operator you like, as long as your function outputs the correct result. That said, you don't really need the multiplication operator to solve this problem, it can be done with integer division and modulo alone. ",instructor
"Hey kaitlyn nucleotide is not a string, it's a variable name, and you should use count with only one string argument. Cheers ",instructor
It should not matter either way. The slicing will work as expected as long as the index is valid. Cheers,instructor
That's most likely because you have a syntax error somewhere in your file. Have you tried running the file as a module in IDLE?,instructor
"I can also recommend this course. I exploded in laughter last year during a bus ride because of a Joke one of the lecturers made about an element of the Python syntax. People in the bus looked at me weird, but to hell with them§",instructor
"Oh gawd Nick, you shouldn't have posted this website, I've been hitting the ""you might wanna take a look at"" links for like five minutes now§",instructor
"Could you guys try and not violate the honor code, perhaps? It's OK to post code that you know don't workIt's not OK to post code that worksI have edited out code from your posts, John and Josephine, please be more careful in the future.",instructor
"So in ""Rhythmic"" 'y' is a consonant? I'm just asking 'cause I'm not a native English speaker and this vowel stuff surprised me too. (In French, 'y' is a full-blown vowel.)",instructor
>>> 'Thread' in 'read'False,instructor
Lol. Probably this is an introduction to recursion.,instructor
"Well, that's weird, maybe a syntax error from the previous function you defined in the file rolled downhill. Have you tried running the file as a module in IDLE? ",instructor
"Is there any spaces before the keyword ""def""?",instructor
"Most likely it is because you have a syntax error somewhere in your a1.py file. Have you tried running it in IDLE as a module? I have edited out your code to remove the body of your function, please be careful not to post working code as it violates the honor code.",instructor
"I'm not using gmail, but I also seem to have missed a few notifications. This is weird. [Edit: added couple of bug tags.]",instructor
"Yes, you can download the PDF version of the quiz on the Video Lectures page. Each question has three slides: question, answer, explanation. Cheers",instructor
The lecture summaries are on the Video Lectures page: Check out the icons on the right of each video's title. The (i) icons are lecture summaries.,instructor
"Please don't do that.  :)I agree this is kind of a roundabout way to go at this problem, but it's not so much for the efficiency as it is to teach function reuse. Here you have two functions that count two different kind of letters, and there's only two kinds of letter.",instructor
"Qian Yu: you know you can also download the videos and get PDF versions of the in-video quizzes, right? Is that not an option? Here's the Week 2 videos:http://d396qusza40orc.cloudfront.net/programming1/recoded_videos%2F2visualizer.267c48a5e5e55b09b76d9...http://d396qusza40orc.cloudfront.net/programming1/recoded_videos%2F2str.d867120c1514d08dce089fd66403...http://d396qusza40orc.cloudfront.net/programming1/recoded_videos%2F2io.84e23bc32c2fe34026707df794083...http://d396qusza40orc.cloudfront.net/programming1/recoded_videos%2F2dochelp.c3a308edfc181090f4aa3f3d...http://d396qusza40orc.cloudfront.net/programming1/recoded_videos%2F2designrecipe.a2a072d3d394c62c884...http://d396qusza40orc.cloudfront.net/programming1/recoded_videos%2F2function_reuse.fd9fdcccc2400a8dd...http://d396qusza40orc.cloudfront.net/programming1/recoded_videos%2F2funcvis.f7e55d3d9e33b968180860c1...And the Week2 Quizzes:http://www.fileswap.com/dl/2KH0HL28eY/",instructor
"I'm gonna make a post explaining what IRC is and why it's awesome. But in the mean time:When you join in, you land in a chatroom where other people from the class meet and discuss various things. Sometimes there's a lot of activity, and sometimes a lot less. You can also use it to talk privately to some people in the chatroom.",instructor
You mean the file editor window? That opens when you go to File -> New Window in the menu of IDLE's shell window. (It was explained in the Week 1 videos.),instructor
"Miriam, would you please allow me to delete your post? It's kind of off-topic in this thread.",instructor
Btw HGB: the backtick trick works only in `MD` mode.,instructor
"The reason it looks weird is because they are using a Mac to shoot the videos. And if you just have the shell and want the IDLE window, type in:>>> import idlelib.idle",instructor
It's the first step listed by Pr. Gries in the corresponding video.,instructor
I also agree with HGB about the indentation problem.,instructor
Maybe it's just someone that doesn't realize he's posting weird. Let's wait a little bit. :),instructor
The author made the code available on GitHub! Download it here!,instructor
"Lol I'm sorry dude, I even waited for like 15 minutes before posting because I wanted to give someone else the chance to beat me to it. Well, maybe next time. :D",instructor
"You just have to reload the video if you want to attempt again. The reason the quiz expects ""int"" and not ""number"" can be understood if you watch the video @ 02:10",instructor
"Hi Basically, everything in a logic block (Here, that would be a function body) must have the same indentation. That means that after a def statement, every line must be deported to the right by a constant number of space characters. def dummy_function(lhs, rhs): ''' <-- note how the dummy docstring is indented with four spaces? ''' # And here we can start to write code, still with four space indent. lhs += 2 rhs -= 4 output = str(lhs) output += ""You can leave empty lines, but not if you type your function in the shell!"" output += str(rhs) return 42# <-- And now that you're done with the function, you can break the indentation.",instructor
"Also, if they do: how long can we use it? I have no interest in getting a tool if I won't be able to use it freely when the class ends. For that matter, I have no interest getting any kind of software that comes with an expiration date.",instructor
"Yes it should, this is probably a patter recognition issue. Thanks for pointing it out.",instructor
"You should have a breakdown of what function produced what error. Go back to those functions, and go over your code, maybe add some test cases in the docstrings (make sure you actually know what the expected result should be, as per the instructions of the handout.)",instructor
I'm afraid I have no idea. I don't have access to the test cases. But anyway you can try various values and see for yourself: 3600 + 60 + 1,instructor
"Michelle: I wouldn't say intuitive, but when you know how the interpreter processes code, it kind of make sense. When it reaches a function definition, the body as a whole is evaluated to create the function in memory. So it does not go evaluating each lines one by one. Check out this screenshot of the visualizer: http://i.imm.io/1gkSL.png You can see the previous step that was executed, marked by the blue arrow. Cheers",instructor
"Yes, the only requirement is to get 70% of the points on the whole coursework.",instructor
"Well, sort of. You'll see in the coming weeks that this basic knowledge will help you understand what's happening when we start using mutable sequence types. (Loads of fun.)",instructor
"Cool, thanks! :D",instructor
"Wow, didn't know about the middle mouse button trick, thanks! :D Also: I laughed.",instructor
"This is because when you write strings next to each other, they are automatically concatenated. Again, I rewrote your expression so it is more obvious what's going on:>>> """""" """"city """""" """"' """"city '",instructor
"I recommend you try the approach specified on the HTML handout page: Take the hours, removes them from your seconds. Then you will be able to access the minutes much like you accessed the hours in the first place.",instructor
"Thanks, that will help.",instructor
"Ricardo: >>> ''''''city'''''' File ""<stdin>"", line 1 ''''''city'''''' ^SyntaxError: invalid syntaxThis is because city is not really between quotes in that expression, I rewrote it by adding spaces so it is more obvious, check this out:>>> '' '' '' city '' '' '' File """", line 1 '' '' '' city '' '' '' ^SyntaxError: invalid syntaxA more precise definition would be ""any sequence of characters between matching quotes"".This is why there is two different characters used to delimit string, and stuff like the escape sequences or the Multi lines strings:>>> ""'' '' '' city '' '' ''""""'' '' '' city '' '' ''"">>> """"""... 'city'... """"""""\n'city'\n"">>> '''... welcome to 'the City!'... '''""\nwelcome to 'the City!'\n"">>> ""City \"" City""'City "" City'",instructor
"I've reported the issue. In any case, I don't think you have anything to worry about. ",instructor
"Try this:def area(base, height): '''(number, number) -> number Return the area of a triangle with dimensions base and height. ''' return base * height / 2(Remember, Python uses indentation to delimit logic blocks.) So if the docstring starts with a four space indent, then the return statement must also be indented with four spaces.",instructor
"Anon, thanks for letting us know. If anyone else is in this situation, please feel free to do the same.",instructor
"Hello, please take a look here: https://class.coursera.org/programming1-002/forum/thread?thread_id=430 [Step 3]",instructor
What he said.,instructor
"Hello I'm not sure I understand what the issue is: The docstrings are int he sarter code, a1.py, each right after the corresponding function header. The EXPECTED_FNS stuff is inside the GUI file and the Assignment handout says that you should not worry about it. The reason seconds_difference is not in that list is because it is not needed by the GUI, even if it is still needed by the autograder. ",instructor
"+1 Test test test. From the feedback it appears you have a type problem, you're returning floats where you should be returning integers. Are you using Python 3 when you test your code locally? Also, can you please do something about the title of this t",instructor
"I'm siding with Tolunay on that one. I too think that the questions calls for an answer related to the country. But well, that's not something easily answered if you can't use conditional statements, and that's next week's material. Tolunay:As a general guideline when taking this course, if you have a doubt what the expected answer is, go with the simplest one.",instructor
"Hi I've taken another look at the quiz because it seems to confuse so much. There is no problem that I can see with the answers of the two last questions. When the red arrow is inside the function body, it's because that function has been called, several lines down the file. And when the arrow is not in the function body, ""result"" does not exist because it is a variable that is local to the function. Does that make sense? ",instructor
You can also check out the explanation in the video @ 09:05,instructor
"Anita, are you using IDLE to write your code or some other editor?",instructor
Yeah that's normal. Highest score achieved so far.,instructor
"Yeah, the tkinter module is probably missing from your python distribution. ouroumov@Mithril:~/Desktop$ pythonPython 2.7.4 (default, Apr 19 2013, 18:28:01) [GCC 4.7.3] on linux2Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.>>> import TkinterTraceback (most recent call last): File ""<stdin>"", line 1, in <module> File ""/usr/lib/python2.7/lib-tk/Tkinter.py"", line 42, in <module> raise ImportError, str(msg) + ', please install the python-tk package'ImportError: No module named _tkinter, please install the python-tk package",instructor
"Hmm, weird. You have Python 3? Easy way to check: 4 / 5 in the shell.",instructor
That's because of the empty line before your return statement.Remember how in Week 1 everyone was forgetting the empty line after the function definition?Well for the same reason this time you can't forget to remove that empty line.,instructor
"That's weird. :o What version of Python do you use?Hmm, when I copied your code this happened:>>> print ( ' ' ' How File ""<stdin>"", line 1 print ( ' ' ' How ^SyntaxError: EOL while scanning string literal>>> There shouldn't be spaces between the quotes, is that normal? Cheers",instructor
"Hello, I've just tried submitting a step 4 complete version, but could not reproduce. Does the weird behavior persist on your end?",instructor
You forgot the colon at the end of the answer_print header. Other than that though I don't know.,instructor
In-video quizzes are not for credit. The PDF versions are an alternative option if you can't take the quizzes online. Cheers,instructor
Can you post your code somewhere? Like here: http://paste.debian.net,instructor
"Another, 100% Pure Boolean fun solution:>>> def longer(lhs, rhs):... return len(lhs) < len(rhs) and rhs or lhs... >>> longer(""lol"", ""ok"")'lol'>>> def get_capital(country):... return (country == ""France"" and ""Paris"" or... country == ""Spain"" and ""Madrid"")... >>> get_capital(""France"")'Paris'>>> get_capital(""Spain"")'Madrid'>>> >>> country1 = ""France"">>> country2 = ""Spain"">>> >>> longer(get_capital(country1), get_capital(country2)) == get_capital(country1) and country1 or country2'Spain'",instructor
"Hey Ester & Veronika Thanks a lot for both your inputs, I'm gonna start a general Typo tracking thread in the erratas section of the course's CTA forums.",instructor
"OK, I ""Unresolved"" this thread so that the course staff can check it out when they cruise around these parts.",instructor
Hi TwylaIt seems to me like you already did. :) Welcome. \o,instructor
"On a side note, you can override this behavior using this form of the function call:>>> print(""earth"", ""quake"")earth quake>>> print(""earth"", ""quake"", sep = '')earthquake>>> Cheers",instructor
"Ok, well I hope it will be fixed soon.",instructor
"Did you by any chance typed something like >>> help = ord before? If you did then close the shell, restart it and try again.",instructor
What is the error?,instructor
Try Alt+p and Ctrl+p,instructor
Indeed.,instructor
"Hello, Can you please limit your advertising to a single thread? Thanks",instructor
"I don't know if there is something planned for that, I'm going to ask around but I can't promise you anything.",instructor
"Hello, You can grab the "".srt"" files on the Video Lectures page. Those are subtitles files, they use a very simple format to place sentences at a given time on a video. 100:00:01,043 --> 00:00:04,019Hello.In this lecture we'll begin to program.200:00:04,019 --> 00:00:09,028We refer to this lecture as Python as acalculator because we're going to focus on You can translate the English text, but you have to leave the bold stuff as it is, and the empty lines too. Cheers",instructor
"Hey,You can just go ahead and do it:>>> def getAnswer():... answer = 42... return answer... >>> getAnswer()42When you have a colon at the end of the line, the interpreter know to wait for the rest of the code. The prompt changes to '...' and allows you to continue. You have to indent what you want to do in the body of the function with the same level of indent, here it's 4 spaces before both ""anwer"" and ""return"". When you're done with the body of the function, leave an empty line to break out of the definition.",instructor
I believe the tag is #ltp1,instructor
"Thanks, would you guys consider adding those resources to the ""Recommended readings"" thread, or posting a link to this one?",instructor
"Yep, also the whole OpenStack project.",instructor
"Yeah it is a question of memory, but I don't think it relates to the garbage collector. Instead I believe that the id() function looks up the address of the object referred to by the variable, because the object can exist even if it is not assigned to a variable. Here's an interesting snippet to illustrate: >>> hex(id(4))'0x8bb9e0'>>> x = 4>>> hex(id(x))'0x8bb9e0'>>> hex(id(4))'0x8bb9e0'",instructor
"Uh, yeah... Denise: can you please remove the book from your DropBox folder?",instructor
"OK, in that window type: import idlelib.idle",instructor
"Hello Denise, Thanks a lot for the many .pdfs :DYour initiative is now officially backed by the course staff.",instructor
Isn't it https://share.coursera.org/wiki/index.php/LTP:Subtitles ?,instructor
Get the:Windows x86 MSI Installer (3.3.2) (sig) and Visual Studio debug information files (sig),instructor
"The quiz is not wrong, but I get why it might be confusing: When the function is called at the moment of the assignment, the sum of the numbers is printed. It is not however, returned. The fact that the sum appears on the screen is merely a side-effect. Because the value is not returned, the function exits, and automatically returns None. If you're still not convinced, check this out: >>> def sum(number1, number2):... print(number1 + number2)... >>> result = sum(1, 3)4>>> print(result)None>>> Cheers",instructor
Did it fix your problem?,instructor
"Uh, you're right. I'll edit my post to reflect it, thanks.",instructor
"Hey, you're welcome. Also if you want to enjoy Internet more, I recommend you immediately install the addon ""Adblock Plus"". It'll change your life. Cheers",instructor
"I agree, this is much better. Also, you can remove four parenthesis and the cast to str on line 8 if you're using Python 3. Cheers [Edit: and the following redundant casts to str, too]",instructor
"Hello Sasha Can you please tell me more about that Syntax error? I've checked the video and I don't see any obvious problems, are you using IDLE?",instructor
"Hmm, that's weird: I'm unable to reproduce. Can you confirm you're clicking the link on the Exercise 3 page, question 14?",instructor
"Hello Peter There is no way that a problem with your computer could have triggered the loss of your homework submissions. However, if you are experiencing a problem with your grades, can you please tell us more about it? If needed, I can ask a staff member to take a look at the problem. Cheers",instructor
"Hello Anon, Check this out. Cheers",instructor
"All: I cannot provide an answer to your questions, but I have requested that the thread be reviewed by someone who can. Cheers",instructor
"Hello We are Coursera students that have volunteered to help the people from UofT with the course. We're not really ""Staff"" but we assist the Staff with moderation and helping students in the forums. Cheers",instructor
"What he said. Also you should keep your code under 79 characters of width, this is hard to read. (Well, on my screen at least.)",instructor
"You can also find some valuable information here, here, and on some other threads in the forum.",instructor
You can use this link to help you understand where the problem is in your code. Cheers,instructor
"Siddharth, please be careful not to breach the honor code. It's OK to post code that you know don't workIt's not OK to post code that works",instructor
"Hello, you can pop up a blank editor window from the IDLE initial window (the one with the shell in it) by using the menu File -> New. If you don't want to do that each time, you can configure IDLE so that this Editor window opens first, before the shell: Options -> Configure, tab 'General', select in ""Startup preference"": Open Edit window. Then when you need the shell, you'll just have to use the menu Run -> Python shell.For the Visualizer, you can access the link to the blank page if you go to the Resources page of this website from the main menu, then click on the provided link. Cheers",instructor
"That's actually not my work, but that'll provide a nice headstart. I believe we ow that to a student that took the class the first time around. I don't have any wiki-fu skills.",instructor
"Hey, sorry about that. The way you choose to implement the functions is entirely up to you, each function can actually be written so as to not depend on any other functions. It is recommended to use to_24_hour_clock because it makes you practice function reuse at least once in the Assignment, but again, it's up to you. Both ways to go about it have their own advantages: If you go with function reuse, you'll minimize the risk of introducing bugs in your code. If you go with independent functions, troubleshooting using the autograder will be easier. As for get_hours, get_minutes, and get_seconds, it is important to understand that the values those functions should return are restricted in range, much like it would be on a digital clock: That would be 15 hours, 5 minutes, 40 seconds. You would never see on that clock something like ""25 hours, 70 minutes, 61 seconds"".",instructor
"And by the way, you haven't missed it, you still have until September 11th to complete Assignment 1.",instructor
"Yes, but your if statement is not inside of the def block of a function definition right?",instructor
"And for that part of the problem, it's most likely because you have not indented your function's body.",instructor
"It looks like you are closing your documentation string before writing your examples. The examples should be in the docstring, can you check that? Cheers",instructor
"Yes, you cannot have return statements outside of functions, because it does not make sense in the Python syntax: a return statement is a way to exit a function, and the code you are typing in the shell is actually not part of any function, but is executed In the global frame of the program. Cheers",instructor
"Yeah but the function in the quiz is named inhospitable_weather, not is_comfortable, if I'm not mistaken.",instructor
"OK Well, when that's done (and it might take a while) I'll add it to the general FAQ hub. Cheers",instructor
"Also, it seems like you are using Python 2, be careful about that, this course and the autograder both use Python 3.",instructor
"Anon, please be careful not to breach the honor code. It's OK to post code that you know don't workIt's not OK to post code that works",instructor
"The recommended background talks about:Linked listsRecursionOOP conceptsWe won't see any of those in this course. I'm not saying it won't be an useful course, I'm just saying that for someone who takes LTP with no prior experience of programming in general, it's gonna be rough.",instructor
"Hello Tao This has to do with the way Python handles floating point numbers, check this out. Cheers",instructor
"No, please don't do that, because as I understand it, most of your code works, right? You absolutely should NOT post working code. (As per the honor code.) What I suggest you do, is try and run it as a module in IDLE. If the syntax is incorrect IDLE will not accept to run it and highlight the source of the Syntax error. Cheers",instructor
"I have. If you go from here to there, you're in it for quite a shock if you have no prior experience. However, if you want a class to do after this one, I recommend you sign up for this one. Cheers",instructor
Hello You can try and change IDLE's Font type / Size in Option -> Configure. Cheers,instructor
"Hey Dane, An output restriction is different from a precondition. :)",instructor
"Sure, but I'm not a native speaker either, can you tell me what needs fixing? Cheers",instructor
"Hello AgnieszkaSure, I'm gonna tell you why I would recommend Python over Java for an introductory programming course, please keep in mind that this is my own personal opinion though, not a concerted answer from the course staff. 1 - Python allows for quick experimentation and therefore is Fun. With a capital F. Being an interpreted language, you don't have to perform a compile step when you want to run a program, so you can change your code, and execute it right away.That reduces the chance of modifications to the code not being reflected at execution time, I can't tell you how many times I forgot to recompile a Java or C++ program and didn't immediately understood what I did wrong.The fact that you can use it as a quick and dirty calculator is also most helpful when in the classroom. 2 - Python has a very rich standard library and is easy to use It allows the user to do a great deal of things without always having to rely on third party libraries.It is also ideal to build quick and dirty tools that will make your life easier.I use it (amongst other things) to create the PDF versions of the in-video quizzes each week.I described some parts of the process here. 3 - Python removes the need for the user to constantly worry about resources management Memory allocation is a very important thing to understand when you're a full blown CS major, but for most users that just want to have fun writing small and non-critical programs, this is an added layer of complexity that is not strictly necessary. 4 - Python is beautiful, forces good programming habits onto beginners and the documentation process is supported by its design My personal favorite.There is a lot of cool things in the Python syntax.That makes for easy-to-read code, both for teachers evaluating homework and for students reading example code.The control of the logic flow is done through indentation, and that's very useful, I went into some details about that here. I'm sure there's a lot of other valid reasons to use Python, but those are the main selling points for me, and that's why yes, without a doubt, I would recommend Python over Java for an introductory course. Cheers ",instructor
"Hello, that's normal, you can find out more about it here! Cheers",instructor
"Yes we can! Check here. Also, if you can spare a few minutes, I recommend you take a look at this. Cheers",instructor
"Hello, check this out. And is you have a few minutes you can spare, I recommend reading this. Cheers",instructor
"That said, mastering terminology also helps one understand what other people are talking about. That can be useful when answering questions / reading answers. Would you be interested in a document summarizing the terminology for this course? I might start working on it.",instructor
"Stephen, actually that's not quite how it would go: Nothing inside a function body can be executed after the program flow has reached a return statement. A function always returns one single value, this is true in any programming language that I know of, not only Python. This is the reason why the elif statements are not necessary here. Actually, the last if statement himself is not necessary, you could write:   if scheduled_time == estimated_time:       return 'on time'   if scheduled_time < estimated_time:       return 'delayed'   return 'early' And the function would behave in exactly the same way. There's only three different cases we're concerned about regarding the values of scheduled_time and estimated_time. If we ever reach the second return statement, it's because the first condition was not met, or else the function would have exited at the moment it would have reached the first return statement. And for the same reason, if we ever reach the third return statement, it would mean that the first two conditions checked were not met. Does that make sense? Cheers",instructor
"Oh, and sorry for pointing the 10 stuff out, I jumped to the code without reading everything before when I answered. :x",instructor
"Well, I don't understand it either, in France we don't have hyphens in phone numbers. But then again, those exercises were proposed by a student that took the course the last time, and he said 10 digits in the specs for the function, so I went with it. ^^",instructor
"I like how you approach character validation, it's actually nicer than my attempt. But your code does not check if there is 10 digits in the number, only that there's only digits and hyphens present. I've just added the Exercises Key on the wiki page if you want to check it out.",instructor
"Well, here's (in pseudo code) how I went about it: # get user input# initialize a counter variable (aggregator pattern)# For each char in the input... # If it's not a digit or a hyphen, then... # say the number is not valid # If it's a digit... # increment the counter# Now that each char have been tested, if the counter is at 10, then... # Say the phone number is valid# Say the phone number is not valid",instructor
"Returning a boolean or a string indicating whether the input is valid is very similar, it does not really change the function's logic. The valid_phone_number function is quite more complicated, would you like me to post my key for the two functions? I have been working on it, but I have encountered problems with some functions when trying to solve them without using concepts that were not covered yet, also some questions are seriously lacking in precision.",instructor
"Hey Shannon Maybe you could use the string method: isdigit()? If you want to check every character yourself though, you should check if the character is not in ""1234567890"", and return False when it is, much like in A2 with the is_valid_sequence function.",instructor
"Gulzada, please be mindful of the honor code. It's OK to post code that doesn't work, or hint to an answer. It's not OK to post code that works, or give an answer outright. ",instructor
"Alvaro, the answer is in the A3 FAQ. Cheers",instructor
"Why do I get a OSError: [Errno 22] Invalid argument when I try to open a file? This is most probably because you're running Windows, and there's backslashes in the file. Try and double each backslash like so: ""C:\\path\\to\\file.txt"" If you don't Python will assume you're escaping characters, much line '\n'.",instructor
ô_O,instructor
"Yeah, I tried both and didn't see a difference so I edited my post to reflect the shorter option. Still that won't change anything 'cause he's missing the module.",instructor
"Well, time to install Python 3. Good luck!",instructor
"Ok, I see what the problem is. Why did you insert commas to delimit thousands in your result?",instructor
Are you sure this is 10503? I've just sacrificed 2 attempts to get this version of the question but the damn thing won't change.,instructor
"By the way, you should work on the math to prevent 0 - Division errors.",instructor
And here's a version with decent variable names: http://paste.debian.net/hidden/ca5907ea/,instructor
"you're breaching the type contract for get_complement: (str) -> bool[Edit: and check your spelling.] Also, check the A2 FAQ, your are validating input where you shouldn't.",instructor
"This is weird, it works fine on my shell: Did I copy your sequence correctly?",instructor
o/,instructor
"Hello You're approaching this the wrong way. Take a second look at the lectures, especially those dealing with the Accumulator Pattern. I also described a similar use case here. Cheers",instructor
"Anam, I've edited out your code 'cause it looks correct. Have you checked out the A2 FAQ? ",instructor
Alan: yup next week we tackle files. [Edit: never mind the other stuff: it's proprietary. I'm ashamed to have posted such a link.] [Edit2: this looks better.]Cheers,instructor
"Yeah, input files will be in pure text format, like the starter code for the assignments. Very simple structure too: data in row / column form, separated by spaces or characters like "";"".",instructor
"The official Python 3 doc says both ways are equivalent. But despite the fact that they produce the same result, you should use .append(x) when you know you're gonna insert at the end of the list. It will make the code easier to read, both for you when you come back to it later and for other programmers reading your sources because it's what they would expect to see in such circumstances.",instructor
"Yeah I always do that because I'm a neat freak when it comes to code and I find it's pretty, and square, so very square. <3",instructor
"That's weird, I got the file on the website though. Three of the docstrings were left for us to do, but for the type contracts I used the ones specified in the handout. :o",instructor
"So we've received the Green Light from the instructors: It's OK to post the code for the Assignments, once the Due Date and the Hard Deadline have BOTH passed. Please use a pastebin-type website such as the one following to post your codes, so that the thread doesn't explode. Here's my a1.py code: http://paste.debian.net/hidden/21fd7379/",instructor
"Grecia, I recommend this website if you wanna understand the GUI stuff better: http://www.tkdocs.com/tutorial/ In the list on the right select ""show: python"" Cheers",instructor
"This is very cool Tom, but damn it took me a while to figure out why those lists tricks were needed. ",instructor
Well you can replace the cast to int() with a cast to float().,instructor
"In your while condition, replace countries != '' with country != '' ",instructor
HiCan you try this call? is_valid_sequence('AC!TG'),instructor
"I don't know who made the exercises, but IMO this can be solved using only one for loop over a range()-generated list, and if statements. [Edit: I just did that.]",instructor
"Please do not comment on FAQ posts in this thread: they will be deleted on sight so that FAQ items stays visible. You're free to make your own posts though, as I'll pin FAQ stuff at the beginning. Why is the autograder saying I'm wrong? I've tested the code in IDLE and I get the correct result every time! You are most likely using the print(...) function instead of the return statement to show the results of your functions. If the feedback says something that more or less ""None is not <whatever>"" then go back to your code, and replace every print(...) function call with the appropriate return statements. /!\ Emergency Update /!\ Houston, we have a problem. Python's Syntax is so nice that people tend to use words instead of symbols, thinking it's gonna work out fine. For a few days now, I've noticed an outbreak of people using the is operator in their code. The is operator is the object identity operator, it most likely does NOT behave the way you think it does. If you use it in your code, and you can't figure out why your functions are failing, this is probably the reason. Use the equality == operator instead.",instructor
Are you by any chance printing your result instead of returning it? Cheers,instructor
"Oh yeah, that too! Good catch Anon.",instructor
"That means if you have a sequence with, for example ""E"" inside it reported as valid, then there's a problem too. However, the hints provided probably do not discriminate between a lower case ""c"" and a character like ""E"", it just detects that you have an illegal character somewhere.",instructor
"On that note, I have edited your post to remove the code, because it is too close to the solution and now that I have explained why, it would violate the honor code. :) Cheers",instructor
"Yeah, only uppercases letter are valid. So saying ""atcg"" is a valid sequence is false. Cheers",instructor
You're welcome. (Thanks Anon),instructor
"Hello! I believe the question clearly states: Unlike str.count, you should allow overlapping occurrences of s2.",instructor
"OK, please check Tom's suggestion bellow too.On a side note, I understand that was some crappy illustrative code but still, just in case I would like to point this to you: start, test_1, test_2, final are terrible function names: they don't describe at all what the functions are doing. ",instructor
"(That would make the code look like this:)>>> def test_1(Z, B):... return Z * Z - B... >>> def test_2(X, Z, A):... return X + Z + A... >>> def start(A, B, C):... Z = A + B / C... X = test_1(Z, B)... Q = test_2(X, Z, A)... print A, B, C, Z, X, Q... >>> start(20, 20, 20)20 20 20 21 421 462",instructor
"Sorry: no. Your code appears to be mostly correct by the results I'm seeing, so you probably can not post your code without violating the honor code. Maybe you can use the debugger to see why ""None"" is produced by your functions.",instructor
"How about this? def start (A, B, C): Z = A+B/C X = test_1(Z, B) Q = test_2(X, Z, A) print A, B, C, Z, X, Q(Where test_1 and test_2 are the first versions of the functions you proposed.)",instructor
"I can't say for sure, but my guess would be that you are printing the results of your functions, instead of returning them. Cheers",instructor
You should be able to access the feedback for all of your submissions either way. Yes: the best submission is the one that counts. Cheers,instructor
"I agree that printing stuff is a good way to do a quick and dirty debug on some occasions. However, in Python 3, print is a function call, not a statement. :) Cheers",instructor
"Wim, Lori: Have you guys checked out the FAQ thread for A2? I've started working on it today, maybe it will contain some answers regarding the grades you're getting.",instructor
Well in this case maybe this thread could help.,instructor
