"","1","2","3","4","5"
"challenger.",2.2791251553432e-114,0.00974904108214918,2.51724756053609e-115,1.69714480019698e-114,6.42695120164842e-115
"change",0.00349089564678031,3.04523389253642e-36,2.5252387666359e-24,1.2611716917914e-14,3.56468774323901e-34
"change.",1.04139908028468e-15,7.95981608815827e-84,1.46014272584582e-87,5.11855904873983e-88,0.00887698463335083
"change?",0.000581815941132149,2.08577436405062e-76,4.83480032364031e-78,1.09812370165595e-77,9.78723506367647e-79
"changes",4.011387113426e-78,1.32914293629276e-10,0.00056521181988693,1.34448566528115e-13,8.20905123889583e-17
"chart",1.7808850715749e-70,1.61146858017798e-70,3.46675440377176e-72,0.000583364591086218,4.93009281301547e-72
"cheatin",1.18458934425228e-85,2.62022974141608e-86,0.000565211927899311,1.09966589883231e-85,1.82797321351176e-30
"check",3.20600265600674e-84,1.40622306039299e-10,1.50004380242939e-84,7.81787724931126e-82,0.000591798856049458
"christian",1.14236102098439e-75,3.24766445953293e-74,0.000565211927899274,5.78733278749336e-76,3.87404815611462e-17
"class",0.000581815941132149,5.9164486287029e-81,1.41101857408641e-81,2.17283033489588e-80,7.37610464339132e-84
"clear",0.000581815941132149,7.7704054036516e-25,5.38014312050578e-95,1.43939908727893e-88,1.10311052032294e-94
"click",3.73384875584947e-83,1.94437791948674e-83,0.000565211927899311,2.90317648430466e-82,1.43472440901884e-24
"clue",1.17564771524267e-05,5.5387544147325e-80,0.00168421481591954,2.4690672347808e-35,6.52895349918637e-19
"cnt",3.98680433835869e-77,1.63684519314115e-79,5.04157772492055e-79,0.000583364591086218,2.05924986621486e-82
"codition",2.16477470296087e-37,4.26669114592848e-88,2.80055226241109e-99,0.000583364591086218,4.16545186623997e-97
"color",3.44071301915532e-07,2.49499059008718e-18,1.303849708642e-10,0.00233311324263787,5.98320956847358e-20
"color.",0.000581815941132128,8.68052617116487e-78,8.05379536901786e-79,1.11029870075048e-17,1.00101402023743e-17
"colors",5.35846068559658e-09,2.85667395651197e-23,0.001130418650127,1.24612951187108e-13,1.18701898684819e-14
"combined",1.53952958566855e-72,1.07639113892233e-70,0.000565211927899311,5.08726812056894e-71,1.14742284447356e-69
"come",7.87539090847765e-14,4.15133288826693e-75,1.6081032577195e-76,0.00233345836426591,4.46338405777479e-76
"comes",4.13773863966767e-90,1.02179300016241e-29,2.03575374791979e-92,0.000583364591086218,9.81450404248783e-93
"common",5.50992275917343e-72,2.06724557923071e-71,0.000565211927899311,4.38489750856785e-73,9.80381150968993e-74
"compare",1.06727468622246e-98,1.22497569940798e-98,6.67253709820071e-99,2.04042810110191e-97,0.0165703713155902
"computer",0.0011636318822643,7.57543752907434e-27,3.13107847040779e-81,6.5309656129172e-30,3.25242044899243e-25
"concur",1.1820364940519e-62,8.00232586452489e-62,7.05006855797382e-63,2.77298641945915e-63,0.00118359795111359
"condition",2.13787279491574e-12,6.61300655609617e-30,2.57085746769682e-31,0.0424949700092626,0.0290901055029901
"conditions",0.00872724218569969,6.26584054802615e-65,0.00847817240107149,2.22172021050172e-78,0.00828518936041484
"conditions.",0.00814543138729874,2.06153036846873e-74,0.00226083969730698,6.94797765476887e-81,3.89310428418101e-11
"conditon",0.00174544782339557,4.2923990681105e-16,8.34990605553788e-76,5.21168006058187e-16,3.52954779504194e-25
"condtion",0.000581815941132149,1.35584420585298e-63,6.2567640786158e-64,1.31992978015725e-63,3.4587409675555e-64
"confused",1.06861621311754e-69,4.17938811197131e-16,0.00226084795239289,0.000583364342556699,1.70288788119752e-71
"confused!",6.87150226636873e-68,3.88322991488987e-19,1.23881045259127e-67,1.00746783891659e-67,0.00118359795111358
"confusedd",4.5975005498714e-56,0.00069636007720655,7.29037961096994e-14,1.01605598339604e-20,3.13386992501533e-20
"confusing",1.55223715975598e-71,1.05184553122376e-70,4.46036690615539e-69,0.00116672793108103,1.26917990065016e-09
"confusing....",2.10237977627056e-87,1.65831228584018e-87,0.000565211927899311,1.51987325458083e-81,2.04753891163548e-87
"consuing",0.000581815941132146,2.26303988100051e-80,2.59480558908336e-75,2.17296614829958e-18,2.50705487472264e-82
"container",2.30797091459677e-85,6.76757118570328e-90,3.79774568028928e-90,0.000583364591086218,7.06225255053432e-91
"conversation.",0.00814542317585007,5.00213857284479e-106,1.47329528629492e-108,2.25505202267107e-105,9.39620396123127e-108
"cool",9.27719566476477e-91,9.72019038057737e-93,0.000565211927899311,4.46696982046102e-24,5.83404636414149e-27
"cough",1.69035494812393e-83,6.90002235368711e-85,3.05243714981776e-86,2.7013189196561e-81,0.00118359795111359
"could",6.63894491639163e-84,4.5524034487838e-41,1.10867356666815e-83,0.00116672918217243,5.13537022367881e-19
"could.",0.000581815941132149,1.04933100505641e-81,1.07576821535162e-82,1.10724579850202e-82,3.11707560307163e-83
"couple",0.000581815941092884,1.99992345710869e-85,3.81439690529804e-14,8.45191041512195e-84,3.55623995169233e-84
"criticize",7.03262185141504e-65,2.42549499380808e-63,1.51562592071866e-64,0.000583364591086218,2.98314205082958e-64
"critisizeing",0.000581815941132149,3.02983555308177e-80,2.37552311291617e-80,2.94068419343995e-80,9.54644413615101e-82
"cut",1.32954655576423e-88,2.56752512822625e-91,0.000565211927899311,4.77272156547619e-90,1.4641158161325e-92
"cuz",6.68103660614355e-89,1.66210754747171e-91,0.000565211927899311,1.87139426766853e-89,5.03620974475179e-93
"dark",0.000581815941132149,1.20574055858046e-77,3.78509122325717e-82,9.79953953286208e-80,2.65992134596325e-86
"darker",2.40745731978796e-85,3.08339877435309e-86,4.27161190869515e-85,0.000583364591086218,5.35548736001266e-87
"dats",2.44896584566086e-100,7.3092528694008e-28,1.64198229097757e-108,0.000583364591086218,2.97544673181415e-106
"day",1.31701629759806e-29,8.94971022475955e-25,7.97113335288279e-18,0.00291682295543108,3.3107756307211e-77
"day?",6.84149819753195e-75,0.00069636007729637,1.69830285383432e-80,2.54825947077827e-79,5.02809765402764e-82
"ddnt",8.33912289986853e-81,2.70043865765181e-84,0.000565211927899311,1.26334183129225e-82,2.20696941731188e-83
"dear",5.75303222072023e-73,6.01742463996597e-71,1.39642051382078e-73,3.49900109225278e-72,0.000591798975556793
"decrease",2.46300786913589e-43,7.72132877332601e-85,3.5841623007735e-94,0.000583364591086218,8.73864529019047e-95
"denser",1.95765701738943e-83,1.83568570892568e-82,5.0716364861427e-83,0.000583364591086218,8.94012697749124e-85
"descuss",1.11898831517282e-57,6.63348740931709e-75,7.87802324807404e-76,0.000583364590996286,9.12320430167819e-14
"desktop",5.87271778902779e-80,1.93319254108076e-80,0.000565211927899254,5.92928997378703e-17,5.04924093991849e-81
"desktop,",1.63170136603103e-89,8.95728734112957e-83,0.00847817891848967,8.18883105657404e-85,3.18370954366407e-91
"detect",2.23092114129926e-106,1.32926703538183e-105,1.68277061056229e-108,0.00875046886629327,1.1829680451189e-107
"did",0.000318776442020617,8.06514446733793e-35,1.7525562633142e-06,0.0171795039442668,9.61600995543199e-15
"did....but",6.47769491689689e-96,1.67098618528224e-99,4.32364560211162e-98,0.000583364591086218,9.59966012910382e-34
"didn't",4.27933356703629e-84,1.56201922419924e-82,1.54003397712337e-83,8.8548160485412e-85,0.0076933866822383
"didnt",0.00348058216306722,1.19041961712445e-26,0.00225902224753002,1.22250273595952e-05,4.56350547138811e-16
"different",4.23206779062619e-23,2.06836011625766e-30,1.67198127442265e-19,1.08677015067771e-20,0.0100605825844655
"dint",4.25133619674183e-09,2.48824528337755e-25,0.000565207797888842,2.36635619671005e-65,1.42683676658717e-84
"dis",1.94085695785219e-76,3.305336225899e-76,0.00113042385579862,6.28326159090281e-78,5.81944955343754e-75
"disagree",5.39737040378779e-107,0.0104454011594455,4.00980022583844e-36,1.32281816391527e-39,1.04191346435666e-105
"disapear",6.5372786707741e-72,5.35762773405907e-88,4.21442786682857e-90,0.000583364591086218,1.10749582719407e-89
"discuss",0.00974260880998262,2.23462511071159e-76,5.260391336725e-35,7.03752629541245e-82,0.010211388716641
"discussing",1.57464210953451e-23,8.72000403774632e-88,4.70684946636723e-18,6.17739850173916e-90,0.0195293661933742
"discussion",0.00814542317585007,1.16279584405076e-105,1.80435715689588e-107,2.61816958779973e-104,3.98277112661155e-107
"disperssed",0.000581813262415166,1.25187849962941e-80,2.79167773186757e-81,2.68584706406171e-09,2.93541430987116e-83
"dissolve",6.32978579724478e-75,4.5287214946328e-17,0.000875111433317139,0.00143024136156624,4.89373449612361e-81
"dissolves",3.0233302712257e-80,6.81517728863463e-20,5.2685348305547e-95,0.000583364591086218,2.81347456093526e-92
"distilled",4.27265110625689e-88,5.1069171691525e-41,8.81623018510256e-37,0.0215844898701901,1.67321543363463e-46
"dnt",6.70348063671554e-79,2.84587207689388e-79,2.00541265995546e-79,0.000583364591086218,1.86156333803989e-80
"do,",0.000581815941132149,1.62781026561196e-81,4.22150460823778e-21,1.36016108873363e-81,3.98872176560302e-83
"do.",3.66891727974041e-70,3.06127913969482e-70,7.57216927936009e-13,1.2816257564365e-71,0.000591798974763957
"do?",5.6465260325315e-79,1.73180404451063e-77,7.96077244792542e-74,2.6922174239641e-79,0.000591798975556793
"doctor",0.000581815941132149,1.08496979118232e-94,2.36079097613136e-99,7.20308947542605e-99,2.0673626131213e-29
"does",0.00144854539088882,4.44978256466522e-17,2.089483328899e-14,3.14545310679657e-08,0.00148556284692032
"doggy",6.31135164197827e-76,1.09678924300376e-75,0.000565211927899311,1.09733495310832e-75,1.09269894062869e-76
"doig",0.000581815941132149,2.8966714872154e-80,2.43698576783203e-82,6.35653579641311e-20,4.2852194735594e-80
"doin",0.000581815941132149,5.93516692882681e-76,9.37441899645889e-77,2.66274094235277e-75,3.19215401401253e-78
"doin?",0.000581815941132149,9.3275748947205e-73,2.52668818484652e-73,1.93398771240242e-74,4.05617079585737e-74
"doing",2.00506219133689e-08,0.000854344503720452,2.91492726561117e-06,0.000149447615093462,0.0020782526439522
"doing*****",0.000581815941132149,2.39234165001237e-63,5.50696856796154e-65,7.70937488630589e-64,5.13132134265971e-64
"doing....",1.03194810512757e-88,8.00663822168941e-98,0.000565211927899311,2.16073545305499e-27,4.36237243907863e-27
"doing?",1.56924675208254e-69,2.31650597666816e-71,0.00113042385579377,6.30507689032664e-75,5.08417256185934e-15
"don't",1.349279798546e-70,2.45541255225485e-38,2.46043507579014e-11,0.00116672914648857,1.04380715539281e-11
"done",0.000581815941132149,4.05307515893098e-79,4.4514773758048e-94,1.31246404929195e-30,1.29925343627908e-95
"dont",2.19336714209646e-07,4.57005436728209e-09,2.02183945127113e-18,0.00700015134350754,5.09666928800777e-13
"dotn",0.000581815941132149,5.02629610034128e-21,2.09586285247599e-88,1.09325900998217e-25,3.54533470159664e-92
"down",0.0197817419984931,2.25967233512194e-72,2.91028053753425e-19,2.86421967357438e-42,1.93739787703138e-24
"dthen",3.20669864758101e-34,1.55800075423238e-82,0.000565211927894677,4.62965073885203e-15,1.55291768663781e-16
"dude",2.53567561381049e-74,0.00069636007729637,1.63016589131476e-76,2.72307284052217e-76,4.10434996098184e-72
"dumb",1.29682140815412e-80,2.55694190271423e-79,0.000565211927899311,1.09821264674772e-80,7.95857925456299e-80
"dunt",4.42659898451197e-88,1.56533125107912e-25,0.000565211927899311,2.48343070542549e-87,3.40340148091923e-90
"each",0.0197817419984931,5.62698817855501e-61,1.41970200952585e-44,6.28809017062106e-53,3.02449105817846e-36
"easier",1.00560910379481e-81,8.15929418690246e-49,0.000565211927899311,1.31065574594399e-82,1.23779234383248e-22
"egg",4.91610065103227e-71,3.50485954147526e-79,0.00039404907591073,0.00192675378737104,5.20576921833716e-16
"eggs?",0.000581815941132149,1.13172291286292e-83,4.89311131073855e-85,9.50503470548448e-89,3.64358324559722e-29
"either",4.25844652483682e-66,5.28428389412243e-11,1.3357708611336e-11,4.96217221664246e-68,0.00118359789221926
"either!!!!!!",1.80643125355249e-72,1.48800640735989e-72,0.000565211927899311,1.0302905302224e-73,4.14531192943713e-73
"else",1.73609910175904e-82,4.00832685793774e-87,0.00113042385579862,6.72756030643318e-33,5.79837713472364e-32
"empty",6.73393881302339e-89,1.6071245112071e-87,0.00056521192789931,1.41121164846354e-18,4.55301627725876e-88
"encourage",3.85368371204118e-102,0.0285502477712606,5.69397268699496e-104,4.58922099667713e-103,4.38008946226302e-07
"end",2.1114946583278e-83,6.39269511506237e-83,0.00113042385579862,5.12700726158037e-82,5.406674242232e-84
"english",1.63769614867437e-63,7.83503820152433e-63,0.000565211927899311,1.82372253066614e-62,5.9947445005315e-65
"eno",0.000581815941131863,7.72000103411455e-87,2.76982590935808e-16,3.11077078288936e-86,9.3387477937018e-81
"entire",2.20666491203757e-11,2.72690032322165e-86,0.000565211906462405,2.4201446627031e-85,2.70685033722482e-77
"enviroment",8.98448155984238e-88,5.25746470918809e-90,2.88291541560365e-91,0.000583364591086218,5.40437032108542e-83
"envorment",1.82282345752428e-89,1.81676403409258e-34,1.37189129648104e-95,0.000583364591086218,5.47460968110541e-90
"even",4.37108075732873e-42,1.71607654534868e-14,0.00113042419598166,0.00116672883104951,1.07773171407053e-76
"every1",0.000581815941132149,5.30615398690802e-64,3.57702681319399e-65,1.11397138247849e-63,6.80722346263658e-65
"everybody",0.000581815941132149,2.03554085431833e-82,2.59072606222393e-84,2.87111164837153e-82,1.55325882358926e-83
"everyone",1.36099475194979e-71,1.08453752001794e-70,0.00339127156739586,1.57012778441076e-70,3.08127901218275e-72
"everything",1.89815900015264e-85,8.65477016725853e-84,1.82014497140164e-84,1.20442100450606e-26,0.000591798975556793
"everywere",1.29013118499942e-87,4.92365353113674e-86,3.83567424178644e-87,0.000583364591086218,7.7793128460294e-27
"ewww",1.12465693661074e-77,1.2683777842418e-76,0.000565211927899311,1.95194358642838e-76,1.42183578241533e-77
"exact",1.09620784839041e-73,2.56552140301199e-74,0.000565211725033592,2.09381068286844e-10,9.90004062967478e-76
"exactly",5.66331824411734e-63,5.41001410255319e-63,1.08492173529659e-64,0.000583364591086218,3.23707741589239e-64
"exactly,",3.85854051884563e-63,1.31871885388653e-62,0.000565211927899311,1.91708794305946e-63,5.89425315075853e-64
"example,",1.97070169204571e-102,0.0285503707822796,5.60035497628776e-104,1.16569691882103e-103,3.33468497370566e-07
"expand",2.23507334303082e-23,4.03156138644631e-85,2.5125823236034e-22,0.00291682295543109,6.91680843875276e-33
"expands",0.000557025097709593,5.48687917148998e-14,9.116165348113e-91,2.48568304625631e-05,6.2586336830155e-89
"explain",2.98775402719269e-28,0.0125344813913347,2.36160344079024e-38,1.05971784727889e-38,7.61660984712563e-35
"explaination",2.91797713087665e-72,2.37970993644487e-07,7.16712059220224e-78,0.00116652982575336,1.3771889957602e-75
"explainer",2.06434982877899e-105,7.91864313278401e-19,2.0931645238661e-108,1.68552193816422e-107,0.0076933866822383
"explanatiion",1.90619466632757e-12,1.52745509260988e-73,2.6104521114217e-13,2.81818717210358e-30,0.000591798973344566
"explanation",0.00820240180584695,0.0103302607449376,5.66610319925565e-33,0.00167995289763214,0.00662083906836309
"explanation,",2.62925551495608e-105,3.95653838075592e-18,1.03756237854024e-107,3.89114376944317e-106,0.0076933866822383
"explanation:",0.000197888154284275,4.35573318707961e-25,8.90274658767359e-89,0.000968314298626589,2.2964273184329e-30
"explanation?!",0.000581815941132149,1.18808739183881e-85,2.46701420250397e-84,1.08788093399294e-85,1.2500570648018e-88
"explanations",0.0133817666460394,2.15105054540722e-74,6.10915867004366e-28,1.05465160121772e-91,3.00376441033443e-18
"explanations?",0.000581815941132149,1.78280859408331e-87,1.75402655382148e-84,5.81080222542928e-90,2.2743207361723e-91
"explantation",0.000581815941132145,2.58768282820494e-18,2.19411997264134e-85,1.09361909769807e-80,1.27070328752814e-18
"explantion",0.000581815941132149,6.99327412178909e-90,1.63316188561946e-91,2.13456861198432e-21,4.73042208280578e-93
"explination",0.000581815941132149,9.80591069427899e-77,6.99059459470602e-78,1.73234571239976e-75,2.40994089240076e-78
"external",4.38620262763551e-87,4.45851277343962e-90,6.98416391565678e-91,0.000583364591086218,6.27554974733431e-83
"extract",1.33428204672683e-92,6.05917073333648e-90,2.01182441360441e-97,0.000583364591086218,1.01793244016012e-97
"fact",0.00174544782339645,6.33670995322618e-38,9.57704311117358e-94,1.02756016053013e-94,1.9505502483402e-33
"fail",3.16059773839417e-80,1.06581857623461e-79,0.00113042385579862,1.79368987081374e-80,1.01649328519734e-80
"fail!!!!!!!!!!!!!!",0.000581815941132149,2.32816970718513e-71,2.92518948202238e-71,2.90252433851385e-73,6.57460461168418e-73
"failed",6.58360529608598e-76,6.12558144813959e-86,0.000565211927899311,3.68842036332461e-86,1.21785847236356e-90
"far",0.00174544782339645,9.3643701848919e-86,2.67299159020686e-22,2.32073342184652e-22,1.38568460257273e-87
"far?",4.03434679847799e-84,9.93373469669696e-84,1.08508442390021e-84,2.64562457637105e-25,0.000591798975556793
"fast",0.000581815941132149,2.3232231893091e-78,6.96631012991886e-93,1.70138094825211e-29,1.42884603880266e-94
"fazt",0.000581815941132149,1.6503976954541e-81,2.78431806535402e-78,8.6464663289969e-82,6.18792285916111e-82
"feel",6.85874416537402e-85,5.77383273516636e-85,9.29150159697235e-38,0.000583364591086218,6.39957533489238e-73
"fill",0.00232723730781946,1.3582125290238e-87,1.92194383886344e-17,2.41034182390805e-87,2.69106640842126e-08
"find",0.0011352566068887,1.90483499725778e-69,4.58716203344637e-19,0.000611815394417991,1.2781411043625e-73
"findthe",5.13717307371233e-13,1.70777169516844e-75,0.000565211927400254,6.09282129936377e-75,7.87380243351256e-74
"finger",5.53566277522684e-88,1.60238199787194e-90,0.000565211927899311,2.38804172427983e-88,5.62606615496925e-92
"first",0.00399593135477483,4.08883611530281e-28,6.1731401931602e-13,0.00124371378465225,9.42156731616364e-23
"folder",1.65261125316874e-88,9.21903021862204e-82,0.00904339084638898,7.46707639348805e-39,5.28294426005812e-91
"font!lol",4.85530700298822e-84,7.50859002522065e-85,8.74587946272912e-14,0.000583364587789158,3.25315619977941e-12
"foot",9.38291871041826e-84,6.53796402134083e-84,6.61265543908333e-84,1.79930461549028e-81,0.000591798975556793
"for",0.0822091741593803,0.0375777877492611,2.7786302145637e-17,1.01480346725827e-05,0.000427211200396913
"for.",1.21512874259539e-94,2.98641215103694e-92,0.00621733120689242,3.26945007479573e-98,5.4335374000056e-94
"forget.",2.08222538587168e-94,2.17166879932282e-94,0.00734775506269104,1.49379157391201e-94,1.68878252120662e-92
"form",2.1158762538682e-81,1.14422117013808e-22,5.27577987183491e-78,0.000583364591086218,2.82204151116158e-81
"form]}",5.81636723906845e-79,2.35034586398832e-78,0.00113042385579862,2.28157979772804e-79,3.36041562479759e-75
"forward",0.000581815941132149,3.30279403620246e-79,2.15231073346536e-93,1.73320056963225e-30,1.51234737185112e-94
"found",3.01979319300062e-75,9.69723463307229e-74,0.00113042385579862,4.04580123063197e-75,1.71417802788959e-75
"from",1.78810431110945e-09,0.027156273700069,2.33482494794957e-06,2.30774952824935e-16,0.0112432377090549
"fun",0.00174544782339645,8.43503329923585e-39,1.64566422027326e-93,1.861575114525e-94,3.83977939487792e-34
"gain",2.571435355588e-35,3.00935445487008e-28,6.17153379992661e-87,0.00233345836434487,4.39274532499056e-87
"gained",3.64630086623787e-39,1.17371685515071e-27,5.21575823345955e-42,0.00291682295543109,4.60725271866658e-85
"get",4.81000070142716e-19,3.73731987445106e-24,5.71047942466795e-22,2.12146396887593e-06,0.0343221884458382
"gets",0.00058181594111713,1.45411424330445e-80,2.9848672204809e-64,1.50587032720819e-14,1.50552588802351e-85
"give",0.000581815941132149,5.97969289979359e-79,2.49667570767242e-81,5.87794706156931e-78,1.46064960652019e-81
"given",2.57617782768874e-110,0.00974904108214918,4.41471843931523e-112,2.15867089387427e-112,1.09540530089994e-111
"glocos",2.28163783911458e-70,1.11286748478502e-75,1.30568356505928e-10,0.000583364456324046,4.14516699130475e-16
"gloucuse",4.54615192154833e-80,2.1131045851231e-19,1.10616567719908e-95,0.000583364591086218,1.82459100289849e-92
"glucose",2.916057535065e-16,2.89492171020609e-37,4.22639967087573e-51,0.0396687921938625,2.92565385089392e-35
"glucose.",4.16403863206429e-101,1.97448704766347e-98,8.34920390541795e-105,0.000583364591086218,4.12404627422218e-32
"glucsoe",4.5684984186327e-87,1.40875964005684e-90,1.67767326053294e-90,0.000583364591086218,1.66467063235451e-92
"gluecose",2.02526704308334e-80,2.64269144897434e-41,1.22965066033761e-96,0.00291682295543109,1.43011916902466e-96
"gluecose/",2.96026078378629e-98,1.13271958681001e-99,3.5507707767374e-101,0.000583364591086218,1.99036206856222e-100
"go.",4.87212990268978e-77,7.10017490320959e-77,0.00847817891848967,3.10796817147779e-77,1.55423551172562e-77
"goes",1.58062303835807e-11,1.19335100161138e-18,4.98180708174283e-87,0.000583364575237914,3.05723511925809e-89
"goin",1.97857123593234e-75,2.66720071957165e-74,2.03837128527196e-07,1.5588576968881e-76,0.00118338452567458
"going",4.26240450390241e-39,1.21580006574643e-24,0.0163911459090756,2.29343164332445e-20,4.60171501229038e-15
"gona",1.3496392622628e-77,2.79602010827746e-77,0.000565211927899311,2.51992257005934e-77,2.76861767613818e-78
"gone",8.91713087688753e-29,5.74238522351648e-24,8.12692691097902e-19,2.5182544276133e-86,0.000591798975556792
"gonna",0.000581802460149616,3.04049357932822e-08,0.00139366069441999,0.000895026127260478,1.40661717565865e-64
"good",9.22314191100822e-91,7.70931136840185e-21,1.36457190925341e-12,2.3856496750412e-33,0.0112441805341503
"gooood.",1.53521698757988e-71,1.12865184704397e-70,0.000565211927893742,5.74777980399944e-15,6.16645412943832e-67
"got",4.88311606843679e-20,9.01369964934381e-26,0.00161625386321821,0.00299875435017784,1.03806744658813e-27
"gotta",9.58650366842065e-77,5.33436532596345e-76,0.00904339084638898,1.48616596978191e-77,6.18314731538829e-78
"grams,color",1.20541123132724e-83,3.34562958655726e-85,7.5057763079415e-85,0.000583364591086218,4.26466138234226e-88
"great",9.53202546134839e-72,6.21035085010855e-72,0.00113042385579862,3.00645070067356e-73,1.79355217795692e-72
"green",0.00174544782339645,3.39948537170672e-33,8.24704332155198e-86,1.97861012445456e-81,6.13008873983664e-88
"grey",2.15540290561423e-07,7.05415840469351e-78,3.30520141064861e-75,0.001166513068167,6.45947581914114e-78
"group",6.61288426378315e-77,6.36906663232025e-57,0.00226084771159724,2.50100596209414e-77,3.50553285096478e-31
"group...and",7.05968941115304e-89,3.88400006617424e-97,0.000565211927899311,1.81596184249125e-27,1.06850766735218e-27
"group?",0.000581815941132149,1.49871024885661e-73,4.73850669615957e-75,7.96851456006091e-76,1.11718861256735e-74
"groupp??",6.01942027673944e-73,8.0788810579618e-73,0.000565211927899311,2.60940794313964e-72,1.47961485251506e-72
"grow",8.74259640320979e-96,1.65372333492543e-99,4.10000185570753e-98,0.000583364591086218,3.79368333314779e-33
"growing",0.000581815941132149,1.3921067853091e-81,1.79412215428464e-76,2.67065371579611e-19,5.72065071383108e-84
"guess",1.97134506237434e-77,1.04955786588136e-76,0.00113042385579862,4.48627980466315e-77,8.28998269567994e-24
"guessed",1.92396635704669e-71,8.47495497433286e-13,0.000565211927211428,5.18125565338307e-71,1.16595230143512e-72
"guy",0.00290907970367766,1.14284741320027e-71,1.92645682497884e-12,2.19987624395035e-18,2.76959954245681e-17
"guys",1.26676999709475e-19,7.40516270976454e-71,0.00847817891848736,5.18368568471838e-21,2.40417565294488e-15
"guys!",5.23365153078469e-11,1.03283823205339e-66,0.0011304238049557,2.79107999227518e-67,4.96069513487536e-63
"guys.",0.000581815941132149,4.5491030284573e-76,1.12997837241691e-76,1.75869612084471e-75,1.0591298303831e-76
"h20",0.000503756431313519,5.53280183795524e-13,1.21895150301515e-88,7.82672844395649e-05,3.49103866252712e-88
"haah!",0.000581815941132149,4.36189392115294e-85,2.40399402433427e-85,3.07233273636475e-86,2.9752831395758e-86
"haha",3.97625685837641e-23,4.41659013582306e-72,0.00395648349529518,5.9413316709372e-38,3.38259296856573e-22
"haha..were",9.29915829472636e-78,1.1406337425778e-76,0.000565211927899311,2.11994866143397e-77,3.47688431337879e-78
"hahahah",6.20286077114861e-69,6.08884258452833e-85,0.000565211927899311,6.74965916560729e-27,1.49247339736078e-81
"hahahahahha",0.000581815941132149,3.01120687032042e-81,1.12478964132437e-22,1.37646429124366e-81,1.37651289250422e-83
"hahahahha",0.000581815941132149,1.94694264061794e-72,1.46545441567572e-73,1.10038673837342e-73,1.56666045036606e-73
"hahahh",3.41991283627271e-72,6.36290288680551e-71,1.90395137960501e-73,4.18087730134518e-71,0.000591798975556793
"hahhaha",4.27468078078805e-64,1.34112087663324e-68,0.00113042385579862,1.07053212965603e-70,5.03768506693659e-71
"hahhahah",2.30756515842725e-83,2.17061276355252e-83,0.000565211927899311,6.91404223747599e-84,2.65406198448625e-84
"hand",0.00174544782339645,1.26555200128038e-21,1.68361732070528e-22,1.02149563029541e-76,4.30822298495534e-37
"happen",0.010634614784393,1.12528483861643e-35,3.93007346085354e-12,6.28634272923429e-10,0.00989587567484223
"happen..okay",0.000581256630205249,3.71386198863049e-20,5.43349167548778e-07,1.23079298028526e-86,1.3039858673889e-17
"happen?",1.17084103283896e-80,6.29828853698139e-79,3.35298330047791e-17,9.24948578891917e-81,0.000591798975556757
"happened",9.02019253862434e-104,9.69535485864557e-102,1.97017482346697e-103,2.47914968677829e-102,0.0082851856577951
"happened?",7.62087306377579e-77,3.7276546166812e-75,3.99296390139797e-76,1.74987530399312e-16,0.000591798975556615
"happpen?",0.000581815941132145,7.21511948870956e-76,4.20213392906828e-77,3.01694321125428e-18,5.5617837874371e-49
"happpned",2.06939144560972e-20,3.43873993748617e-84,0.000565211927899311,1.20734411701791e-73,4.71354786828373e-29
"happy",3.88423000038881e-70,3.10146949020593e-20,0.00113042397682551,0.000583364466172361,6.31915889034051e-70
"harvest",1.16590978899087e-93,1.44852194564129e-97,2.77026452961556e-98,0.000583364591086218,1.49035684974636e-98
"has",1.80484094607423e-87,1.65538495888864e-18,8.35223911165439e-38,0.00104942241803923,0.00840418846307446
"hat",3.6199548609754e-71,2.37601612428901e-10,1.36659691855483e-72,0.000583364392039242,4.00331172851037e-72
"hate",4.78298834688945e-74,4.73806086657467e-74,0.00113042382939524,2.21677106658481e-75,2.7645373712012e-11
"hav",0.000581816830135098,4.74176485998637e-75,2.81273719508156e-15,0.00058336369971406,2.21033326515042e-72
"have",8.33609784615566e-10,2.27483358090253e-29,0.0209128405224545,1.9241551101697e-21,2.78441696156037e-21
"he/she/it",0.000581815941132149,7.36699022622973e-85,3.72240866344918e-85,1.35976378581057e-85,2.73116181385543e-86
"heaard",0.0005818159410528,8.80113617098079e-76,7.68155653819764e-14,2.4155512343461e-75,2.81849595777825e-16
"hear",6.4752574552028e-91,1.72471835255243e-90,2.72512498955288e-84,0.00058336459108594,2.82475018606131e-16
"heavier",7.6270827680872e-65,6.91700529051008e-66,0.00225754619953281,1.84282788028907e-08,3.43811742817618e-06
"hello",2.54132055717128e-76,3.7196727930873e-75,0.00113042385579862,1.49633630004891e-77,6.07905723267328e-22
"hello!?",4.03220418997164e-73,5.45459380309749e-72,0.000565211927187397,7.34778152107732e-13,7.06148472360463e-74
"hello?",0.000581815941132149,1.1708279505675e-62,4.30698516392664e-63,2.10431818962763e-62,1.11129736865547e-63
"help",0.00349089564679289,8.43750582057683e-25,2.05022489894401e-25,7.31264642047691e-22,3.03723336386782e-24
"help!",0.0011636318822643,9.20121722138531e-77,2.1526863134979e-79,8.23326284584983e-35,1.84770996389354e-30
"help..",7.6950823461145e-72,4.59452023285775e-72,0.000565211927899311,1.2327435795813e-72,6.49354347751335e-73
"help?",0.000581817965493351,3.91502045105266e-73,0.000565209828811428,1.36753815645744e-10,8.10931878496614e-74
